"mean_change_Q1","mean_change_Q2","mean_change_Q3","mean_change_Q4","wilcox_Q1","wilcox_Q2","wilcox_Q3","wilcox_Q4"
0.0705376344086022,0.230537634408602,0.122150537634409,0.319569892473118,0.00127298303672271,3.80289080181125e-23,2.45779765751082e-08,1.39443966235963e-45
