"mean_Q1","mean_Q2","mean_Q3","mean_Q4","Survey","mean_Q5","mean_Q6","mean_Q7","mean_Q8"
5.01399811261403,4.33265177728846,5.04687008493237,4.69990563070148,"Pre",NA,NA,NA,NA
5.22969621822691,4.68133911965282,5.23434593924365,5.03533787972721,"Post",5.10725356478611,5.11004339739616,4.98016119032858,6.94668319900806
